,id,salaryusd,primarydatabase,yearswiththisdatabase,employmentstatus,jobtitle,managestaff,yearswiththistypeofjob,otherpeopleonyourteam,education,educationiscomputerrelated,certifications,hoursworkedperweek,telecommutedaysperweek,employmentsector,region,averagesalaryusdbins
4623,4656,100000,Microsoft SQL Server,18,Independent Consultant/Freelancer,Developer,No,18,None,None (no degree completed),,"No, I never have",35,"None, or less than 1 day per week",Private business,Western Europe,USD95000
4624,4657,100000,Microsoft SQL Server,12,Full time employee,Developer,No,10,1,Bachelors (4 years),No,"No, I never have",40,1,Private business,Western Europe,USD95000
4702,4735,98000,Microsoft SQL Server,7,Full time employee,DBA,No,1,None,None (no degree completed),Yes,"Yes, and they're currently valid",40,2,Private business,Western Europe,USD95000
4710,4743,95000,Microsoft SQL Server,14,Full time employee,DBA,Yes,3,3,Bachelors (4 years),Yes,"Yes, and they're currently valid",50,2,Private business,Western Europe,USD95000
4713,4746,94500,Microsoft SQL Server,18,Full time employee,DBA,No,18,2,None (no degree completed),,"No, I never have",37,"None, or less than 1 day per week",Private business,Western Europe,USD95000
4731,4764,100000,Microsoft SQL Server,22,Independent Consultant/Freelancer,DBA,No,2,1,Bachelors (4 years),Yes,"Yes, but they expired",35,"None, or less than 1 day per week",Private business,Western Europe,USD95000
4757,4791,94000,Microsoft SQL Server,18,Full time employee,DBA,No,3,3,Bachelors (4 years),Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Private business,Western Europe,USD95000
4763,4797,97000,Oracle,11,Independent Consultant/Freelancer,DBA,Yes,11,None,Bachelors (4 years),Yes,"No, I never have",35,5 or more,Private business,Western Europe,USD95000
4780,4814,93711,Microsoft SQL Server,8,Full time employee,DBA,No,1,1,None (no degree completed),,"Yes, and they're currently valid",35,"None, or less than 1 day per week",Private business,Western Europe,USD95000
4835,4869,90435.3,MongoDB,1,Full time employee,DBA,No,6,None,Bachelors (4 years),,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Private business,Western Europe,USD95000
4858,4892,94000,Microsoft SQL Server,13,Full time employee,DBA,Yes,2,1,Bachelors (4 years),No,"Yes, and they're currently valid",45,"None, or less than 1 day per week",Private business,Western Europe,USD95000
4862,4896,95000,Microsoft SQL Server,5,Full time employee,DBA,No,2,1,Bachelors (4 years),No,"No, I never have",40,1,Private business,Western Europe,USD95000
4924,4959,100000,Microsoft SQL Server,12,Full time employee,DBA,Yes,3,2,Bachelors (4 years),No,"Yes, and they're currently valid",40,1,Private business,Western Europe,USD95000
4939,4974,95000,Microsoft SQL Server,8,Full time employee,DBA,Yes,8,2,Masters,Yes,"Yes, but they expired",40,1,Private business,Western Europe,USD95000
4997,5032,95000,Microsoft SQL Server,4,Full time employee,Analyst,Yes,1,1,Masters,No,"No, I never have",60,2,Private business,Western Europe,USD95000
5006,5042,96000,Microsoft SQL Server,20,Full time employee,Architect,Yes,10,2,Masters,Yes,"Yes, and they're currently valid",48,"None, or less than 1 day per week",Private business,Western Europe,USD95000
5084,5120,100000,Microsoft SQL Server,18,Full time employee,Architect,No,18,5,Masters,No,"Yes, and they're currently valid",40,1,Private business,Western Europe,USD95000
5107,5143,93000,Microsoft SQL Server,17,Full time employee,DBA,No,12,1,None (no degree completed),No,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Private business,Western Europe,USD95000
5118,5155,93573,Microsoft SQL Server,10,Full time employee,Architect,Yes,5,None,None (no degree completed),,"Yes, but they expired",40,"None, or less than 1 day per week",Private business,Western Europe,USD95000
5120,5157,93000,Microsoft SQL Server,7,Full time employee,DBA,No,7,1,None (no degree completed),,"No, I never have",37,"None, or less than 1 day per week",Private business,Western Europe,USD95000
5122,5159,94000,Microsoft SQL Server,10,Full time employee,DBA,No,2,4,None (no degree completed),,"No, I never have",45,"None, or less than 1 day per week",Private business,Western Europe,USD95000
5123,5160,90500,Microsoft SQL Server,15,Full time employee,Engineer,Yes,16,2,Bachelors (4 years),Yes,"No, I never have",40,2,Private business,Western Europe,USD95000
5131,5168,98000,Microsoft SQL Server,13,Full time employee,Developer,No,8,3,Masters,Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Private business,Western Europe,USD95000
5135,5172,96700,Microsoft SQL Server,15,Full time employee,DBA,Yes,12,1,Masters,Yes,"Yes, but they expired",45,"None, or less than 1 day per week",Private business,Western Europe,USD95000
5210,5248,96000,Microsoft SQL Server,24,Full time employee,DBA,Yes,18,2,Masters,Yes,"Yes, but they expired",42,"None, or less than 1 day per week",Government,Western Europe,USD95000
5217,5255,100000,Microsoft SQL Server,2,Full time employee,Analyst,No,25,More than 5,Masters,No,"No, I never have",42,"None, or less than 1 day per week",Private business,Western Europe,USD95000
5219,5257,100000,SAP,1,Independent Consultant/Freelancer,Architect,No,1,More than 5,Doctorate/PhD,No,"No, I never have",40,3,Private business,Western Europe,USD95000
5235,5273,100000,Microsoft SQL Server,10,Independent Consultant/Freelancer,Developer,No,10,None,Masters,Yes,"Yes, but they expired",35,"None, or less than 1 day per week",Private business,Western Europe,USD95000
5249,5287,100000,Microsoft SQL Server,22,Full time employee,DBA,Yes,15,2,None (no degree completed),,"No, I never have",45,2,Private business,North America,USD95000
5265,5303,95000,Microsoft SQL Server,10,Full time employee,Architect,No,1,1,Associates (2 years),Yes,"Yes, but they expired",40,3,Private business,North America,USD95000
5266,5304,90756,Microsoft SQL Server,19,Full time employee,DBA,No,10,More than 5,Bachelors (4 years),Yes,"No, I never have",45,1,Private business,North America,USD95000
5270,5308,100000,Microsoft SQL Server,10,Full time employee,Manager,Yes,3,None,Associates (2 years),Yes,"No, I never have",65,1,Private business,North America,USD95000
5316,5354,95000,Microsoft SQL Server,8,Full time employee,Manager,Yes,1,None,Masters,Yes,"Yes, but they expired",50,"None, or less than 1 day per week",Private business,North America,USD95000
5351,5389,100000,Microsoft SQL Server,10,Full time employee,DBA,Yes,10,1,Bachelors (4 years),No,"No, I never have",37,2,Government,North America,USD95000
5390,5428,95000,Microsoft SQL Server,12,Full time employee,DBA,No,1,None,None (no degree completed),,"No, I never have",40,"None, or less than 1 day per week",Private business,North America,USD95000
5392,5430,99500,Microsoft SQL Server,10,Full time employee,Architect,No,2,None,Associates (2 years),Yes,"Yes, but they expired",50,3,Private business,North America,USD95000
5411,5449,98000,Microsoft SQL Server,20,Full time employee,Developer,No,20,1,None (no degree completed),,"No, I never have",40,5 or more,Private business,North America,USD95000
5416,5454,100000,Microsoft SQL Server,18,Independent Consultant/Freelancer,DBA,No,18,None,Bachelors (4 years),Yes,"Yes, but they expired",38,"None, or less than 1 day per week",Private business,North America,USD95000
5430,5468,93396,Microsoft SQL Server,10,Full time employee,DBA,No,10,2,Bachelors (4 years),Yes,"Yes, but they expired",46,3,Private business,North America,USD95000
5431,5469,100000,Microsoft SQL Server,21,Full time employee,Architect,Yes,10,3,Bachelors (4 years),Yes,"No, I never have",37,"None, or less than 1 day per week",Private business,North America,USD95000
5440,5478,92000,Microsoft SQL Server,14,Full time employee,DBA,No,14,1,Masters,No,"No, I never have",35,1,Private business,North America,USD95000
5442,5480,100000,Microsoft SQL Server,12,Full time employee,DBA,Yes,3,4,None (no degree completed),,"No, I never have",60,"None, or less than 1 day per week",Private business,North America,USD95000
5460,5498,95000,Microsoft SQL Server,18,Full time employee,DBA,No,17,3,Associates (2 years),Yes,"No, I never have",38,2,Private business,North America,USD95000
5473,5511,100000,Microsoft SQL Server,20,Full time employee,Developer,No,20,None,Masters,Yes,"Yes, and they're currently valid",40,2,Private business,North America,USD95000
5476,5514,100000,Microsoft SQL Server,20,Full time employee,DBA,No,15,1,Associates (2 years),Yes,"No, I never have",36,"None, or less than 1 day per week",Government,North America,USD95000
5528,5566,95000,Microsoft SQL Server,5,Full time employee,DBA,Yes,2,2,Masters,Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Government,Eastern Europe,USD95000
5551,5589,100000,Microsoft SQL Server,15,Full time employee,DBA,No,10,None,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Private business,Australia,USD95000
5554,5592,93000,Microsoft SQL Server,20,Full time employee,DBA,No,20,None,Bachelors (4 years),No,"No, I never have",40,1,Private business,Australia,USD95000
5555,5593,100000,Microsoft SQL Server,8,Full time employee,Developer,Yes,1,3,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,2,Private business,Australia,USD95000
5561,5599,100000,Microsoft SQL Server,9,Full time employee,DBA,Yes,3,4,Masters,Yes,"Yes, and they're currently valid",50,"None, or less than 1 day per week",Private business,Australia,USD95000
5563,5601,100000,Microsoft SQL Server,10,Full time employee,DBA,Yes,6,1,Masters,Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Government,Australia,USD95000
5566,5604,95000,Microsoft SQL Server,9,Full time employee,Engineer,No,4,2,Bachelors (4 years),No,"Yes, but they expired",45,"None, or less than 1 day per week",Private business,Australia,USD95000
5575,5613,100000,Microsoft SQL Server,6,Full time employee,DBA,Yes,1,2,Bachelors (4 years),Yes,"Yes, and they're currently valid",35,"None, or less than 1 day per week",Private business,Australia,USD95000
5586,5624,100000,Microsoft SQL Server,17,Full time employee,Developer,No,17,2,None (no degree completed),No,"Yes, and they're currently valid",50,"None, or less than 1 day per week",Private business,Australia,USD95000
5599,5637,95000,Microsoft SQL Server,20,Full time employee,Developer,No,18,More than 5,Bachelors (4 years),Yes,"Yes, and they're currently valid",48,2,Private business,Australia,USD95000
5610,5648,100000,Microsoft SQL Server,10,Full time employee,DBA,Yes,10,4,Masters,Yes,"Yes, but they expired",35,5 or more,Government,Australia,USD95000
5611,5649,95800,Microsoft SQL Server,17,Full time employee,Developer,No,5,None,None (no degree completed),,"No, I never have",40,"None, or less than 1 day per week",Private business,Australia,USD95000
5613,5651,95000,Microsoft SQL Server,10,Full time employee,DBA,No,1,None,Masters,Yes,"No, I never have",37,"None, or less than 1 day per week",Government,Australia,USD95000
5620,5658,91000,Microsoft SQL Server,6,Full time employee,Engineer,Yes,1,None,Masters,Yes,"Yes, and they're currently valid",37,"None, or less than 1 day per week",Private business,Australia,USD95000
5624,5662,95000,Microsoft SQL Server,12,Full time employee,Developer,No,7,3,Bachelors (4 years),No,"No, I never have",38,1,Government,Australia,USD95000
5625,5663,95000,Microsoft SQL Server,15,Full time employee,DBA,No,3,3,None (no degree completed),,"No, I never have",37,"None, or less than 1 day per week",Private business,Australia,USD95000
5628,5666,91000,Microsoft SQL Server,12,Full time employee,Developer,No,4,None,Bachelors (4 years),No,"No, I never have",40,"None, or less than 1 day per week",Private business,Australia,USD95000
5631,5669,100000,Microsoft SQL Server,9,Full time employee,DBA,No,6,1,Bachelors (4 years),Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Private business,Australia,USD95000
5645,5683,99348.12,Microsoft SQL Server,18,Full time employee,DBA,No,5,None,None (no degree completed),,"No, I never have",38,1,Private business,Australia,USD95000
5652,5690,98866,Microsoft SQL Server,8,Full time employee,Engineer,Yes,2,None,None (no degree completed),,"Yes, and they're currently valid",52,5 or more,Private business,Australia,USD95000
5655,5693,100000,Microsoft SQL Server,14,Full time employee,Developer,No,17,None,Bachelors (4 years),,"Yes, but they expired",38,"None, or less than 1 day per week",Private business,Australia,USD95000
5674,5712,100000,Microsoft SQL Server,20,Full time employee,DBA,No,20,2,Associates (2 years),Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Private business,Australia,USD95000
5677,5715,95000,Oracle,20,Full time employee,DBA,No,1,None,Associates (2 years),No,"Yes, but they expired",40,"None, or less than 1 day per week",Government,Australia,USD95000
5683,5721,92000,Microsoft SQL Server,15,Full time employee,DBA,No,4,1,None (no degree completed),,"Yes, but they expired",45,5 or more,Private business,Australia,USD95000
5692,5730,98000,Microsoft Access,14,Full time employee,Analyst,No,2,None,Bachelors (4 years),No,"No, I never have",38,"None, or less than 1 day per week",Private business,Australia,USD95000
5699,5737,100000,Microsoft SQL Server,8,Full time employee,DBA,No,8,None,Bachelors (4 years),Yes,"Yes, and they're currently valid",38,1,Non-profit,Australia,USD95000
5705,5743,94000,Microsoft SQL Server,15,Full time employee,DBA,No,15,2,None (no degree completed),,"No, I never have",38,"None, or less than 1 day per week",Private business,Australia,USD95000
5712,5750,97000,Microsoft SQL Server,15,Full time employee,DBA,No,13,1,None (no degree completed),,"Yes, but they expired",50,5 or more,Private business,Australia,USD95000
5721,5759,100000,Microsoft SQL Server,4,Independent Consultant/Freelancer,Engineer,No,1,1,Bachelors (4 years),No,"No, I never have",30,2,Private business,Australia,USD95000
