,id,salaryusd,country,primarydatabase,yearswiththisdatabase,employmentstatus,jobtitle,managestaff,yearswiththistypeofjob,otherpeopleonyourteam,education,educationiscomputerrelated,certifications,hoursworkedperweek,telecommutedaysperweek,employmentsector,region
4016,4048,77000.0,United States,Microsoft SQL Server,6.0,Full time employee,DBA,No,6.0,1,Bachelors (4 years),Yes,"Yes, and they're currently valid",40.0,1,Non-profit,North America
4017,4049,83000.0,United States,Microsoft SQL Server,7.0,Full time employee,Developer,No,4.0,None,Masters,Yes,"Yes, and they're currently valid",50.0,3,Private business,North America
4018,4050,98000.0,United States,Microsoft SQL Server,4.0,Full time employee,Engineer,No,4.0,None,None (no degree completed),,"Yes, and they're currently valid",40.0,2,Non-profit,North America
4019,4051,143000.0,United States,Microsoft SQL Server,15.0,Full time employee,DBA,No,22.0,4,Bachelors (4 years),Yes,"No, I never have",40.0,1,Private business,North America
4020,4052,84000.0,United States,Microsoft SQL Server,7.0,Full time employee,DBA,No,3.0,1,Bachelors (4 years),Yes,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
4021,4053,95000.0,United States,Azure SQL DB,1.0,Full time employee,Developer,No,15.0,More than 5,None (no degree completed),,"No, I never have",40.0,5 or more,Private business,North America
4022,4054,131500.0,United States,Microsoft SQL Server,14.0,Full time employee,DBA,Yes,3.0,None,Bachelors (4 years),Yes,"No, I never have",40.0,1,Private business,North America
4023,4055,85000.0,United States,Microsoft SQL Server,2.0,Full time employee,DBA,No,2.0,None,Masters,Yes,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
4024,4056,107000.0,United States,Microsoft SQL Server,11.0,Full time employee,Developer,No,11.0,2,Masters,Yes,"No, I never have",40.0,2,Non-profit,North America
4025,4057,80000.0,United States,Microsoft SQL Server,7.0,Full time employee,DBA,No,7.0,None,None (no degree completed),,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
4026,4058,105000.0,United States,Microsoft SQL Server,14.0,Full time employee,DBA,No,14.0,3,None (no degree completed),No,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,North America
4027,4059,138000.0,United States,Microsoft SQL Server,15.0,Full time employee,Developer,No,15.0,4,Bachelors (4 years),Yes,"No, I never have",50.0,1,Private business,North America
4028,4060,115000.0,United States,Microsoft SQL Server,13.0,Full time employee,DBA,No,9.0,None,Bachelors (4 years),No,"No, I never have",40.0,1,Private business,North America
4029,4061,120000.0,United States,Microsoft SQL Server,18.0,Full time employee,DBA,No,18.0,None,Bachelors (4 years),No,"Yes, and they're currently valid",50.0,"None, or less than 1 day per week",Private business,North America
4030,4062,43000.0,United States,Microsoft SQL Server,1.0,Full time employee,Analyst,No,1.0,1,Bachelors (4 years),No,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
4031,4063,11100.0,United States,Microsoft SQL Server,6.0,Full time employee,Developer,No,5.0,4,Bachelors (4 years),Yes,"No, I never have",50.0,"None, or less than 1 day per week",Private business,North America
4032,4064,117000.0,United States,Microsoft SQL Server,15.0,Full time employee,Architect,No,6.0,None,Bachelors (4 years),No,"No, I never have",43.0,"None, or less than 1 day per week",Private business,North America
4033,4065,105000.0,United States,Microsoft SQL Server,13.0,Full time employee,DBA,No,13.0,1,Bachelors (4 years),Yes,"No, I never have",40.0,"None, or less than 1 day per week",Government,North America
4034,4066,150000.0,United States,Microsoft SQL Server,14.0,Full time employee,Manager,Yes,1.0,1,Bachelors (4 years),Yes,"Yes, but they expired",45.0,2,Private business,North America
4035,4067,77700.0,United States,Microsoft SQL Server,6.0,Full time employee,DBA,No,6.0,1,Associates (2 years),Yes,"No, I never have",80.0,"None, or less than 1 day per week",Private business,North America
4036,4068,175000.0,United States,Microsoft SQL Server,1.0,Full time employee,Manager,Yes,7.0,None,Masters,Yes,"No, I never have",55.0,"None, or less than 1 day per week",Private business,North America
4037,4069,115000.0,United States,Microsoft SQL Server,8.0,Full time employee,DBA,No,5.0,2,Bachelors (4 years),Yes,"Yes, but they expired",45.0,4,Private business,North America
4038,4070,139000.0,United States,Microsoft SQL Server,15.0,Full time employee,DBA,No,15.0,2,Masters,Yes,"Yes, but they expired",45.0,"None, or less than 1 day per week",Private business,North America
4039,4071,160000.0,United States,Microsoft SQL Server,10.0,Full time employee,DBA,No,10.0,None,None (no degree completed),,"Yes, and they're currently valid",40.0,5 or more,Government,North America
4040,4072,100000.0,United States,Microsoft SQL Server,18.0,Full time employee,Engineer,No,4.0,2,Bachelors (4 years),No,"Yes, and they're currently valid",40.0,2,Private business,North America
4041,4073,132000.0,United States,Microsoft SQL Server,18.0,Full time employee,Architect,Yes,13.0,1,Bachelors (4 years),No,"No, I never have",45.0,"None, or less than 1 day per week",Private business,North America
4042,4074,100000.0,United States,Microsoft SQL Server,4.0,Full time employee,DBA,Yes,1.0,More than 5,Associates (2 years),Yes,"Yes, and they're currently valid",40.0,5 or more,Private business,North America
4043,4075,76000.0,United States,Microsoft SQL Server,7.0,Full time employee,DBA,No,7.0,2,Bachelors (4 years),Yes,"Yes, and they're currently valid",42.0,"None, or less than 1 day per week",Private business,North America
4044,4076,80000.0,United States,Microsoft SQL Server,5.0,Full time employee,DBA,No,1.0,4,Bachelors (4 years),Yes,"Yes, and they're currently valid",45.0,1,Private business,North America
4045,4077,70000.0,United States,Microsoft SQL Server,4.0,Full time employee,Developer,No,4.0,5,Bachelors (4 years),Yes,"Yes, and they're currently valid",50.0,"None, or less than 1 day per week",Private business,North America
4046,4078,85000.0,United States,Microsoft SQL Server,15.0,Full time employee,Developer,No,10.0,None,Bachelors (4 years),Yes,"No, I never have",40.0,2,Private business,North America
4047,4079,160000.0,United States,Microsoft SQL Server,15.0,Full time employee,Manager,Yes,10.0,3,Masters,Yes,"Yes, but they expired",50.0,3,Private business,North America
4048,4080,122000.0,United States,Microsoft SQL Server,9.0,Full time employee,DBA,No,23.0,1,None (no degree completed),,"No, I never have",42.0,5 or more,Private business,North America
4049,4081,120000.0,United States,Microsoft SQL Server,7.0,Full time employee,DBA,No,5.0,1,None (no degree completed),,"No, I never have",40.0,1,Private business,North America
4050,4082,95000.0,United States,Microsoft SQL Server,10.0,Full time employee,Developer,No,10.0,1,Masters,Yes,"Yes, and they're currently valid",45.0,5 or more,Private business,North America
4051,4083,105607.0,United States,Microsoft SQL Server,5.0,Full time employee,DBA,No,6.0,None,None (no degree completed),,"Yes, and they're currently valid",50.0,"None, or less than 1 day per week",Private business,North America
4052,4084,115000.0,United States,Oracle,5.0,Full time employee,Developer,No,6.0,2,Bachelors (4 years),No,"Yes, and they're currently valid",40.0,5 or more,Government,North America
4053,4085,164000.0,United States,Microsoft SQL Server,20.0,Full time employee,Architect,No,30.0,None,None (no degree completed),No,"No, I never have",50.0,5 or more,Private business,North America
4054,4086,92000.0,United States,Microsoft SQL Server,20.0,Full time employee,Developer,No,6.0,5,Bachelors (4 years),Yes,"Yes, but they expired",40.0,"None, or less than 1 day per week",Private business,North America
4055,4087,80000.0,United States,Microsoft SQL Server,2.0,Full time employee,DBA,No,2.0,1,Bachelors (4 years),Yes,"Yes, and they're currently valid",48.0,1,Private business,North America
4056,4088,56000.0,United States,Microsoft SQL Server,1.0,Full time employee,DBA,No,1.0,None,Associates (2 years),Yes,"No, I never have",40.0,"None, or less than 1 day per week",Government,North America
4057,4089,116000.0,United States,Microsoft SQL Server,18.0,Full time employee,DBA,No,22.0,None,Bachelors (4 years),Yes,"Yes, but they expired",45.0,1,Private business,North America
4058,4090,112000.0,United States,Microsoft SQL Server,13.0,Full time employee,Developer,No,8.0,2,Bachelors (4 years),Yes,"Yes, and they're currently valid",44.0,5 or more,Private business,North America
4059,4091,118000.0,United States,Microsoft SQL Server,15.0,Full time employee,DBA,No,15.0,None,Bachelors (4 years),Yes,"Yes, but they expired",50.0,1,Private business,North America
4060,4092,107000.0,United States,Microsoft SQL Server,15.0,Full time employee,DBA,No,3.0,2,Masters,No,"No, I never have",49.0,2,Private business,North America
4061,4093,123000.0,United States,Microsoft SQL Server,25.0,Full time employee,DBA,No,20.0,1,Bachelors (4 years),No,"No, I never have",44.0,"None, or less than 1 day per week",Private business,North America
4062,4094,59000.0,United States,Microsoft SQL Server,10.0,Full time employee,DBA,No,11.0,1,Masters,Yes,"Yes, and they're currently valid",40.0,2,"Education (K-12, college, university)",North America
4063,4095,129000.0,United States,Microsoft SQL Server,24.0,Independent Consultant/Freelancer,Architect,Yes,24.0,3,None (no degree completed),,"No, I never have",40.0,4,Private business,North America
4064,4096,105000.0,United States,Microsoft SQL Server,15.0,Full time employee,DBA,No,22.0,None,Bachelors (4 years),Yes,"No, I never have",40.0,1,Private business,North America
4065,4097,105000.0,United States,Microsoft SQL Server,5.0,Full time employee,Developer,No,1.0,3,Bachelors (4 years),Yes,"No, I never have",32.0,"None, or less than 1 day per week",Private business,North America
4066,4098,138000.0,United States,Microsoft SQL Server,18.0,Independent Consultant/Freelancer,DBA,No,3.0,More than 5,Masters,Yes,"No, I never have",40.0,1,Private business,North America
4067,4099,80000.0,United States,Microsoft SQL Server,12.0,Full time employee,Developer,No,10.0,1,None (no degree completed),,"Yes, but they expired",40.0,5 or more,Private business,North America
4068,4100,105000.0,United States,Microsoft SQL Server,18.0,Full time employee,Developer,No,18.0,2,Bachelors (4 years),Yes,"Yes, and they're currently valid",40.0,5 or more,Private business,North America
4069,4101,88000.0,United States,Microsoft SQL Server,9.0,Full time employee,DBA,No,8.0,3,Masters,Yes,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
4070,4102,71000.0,United States,Microsoft SQL Server,17.0,Full time employee,Manager,Yes,18.0,None,Bachelors (4 years),No,"No, I never have",41.0,1,Private business,North America
4071,4103,125000.0,United States,Microsoft SQL Server,17.0,Full time employee,DBA,No,15.0,More than 5,None (no degree completed),,"No, I never have",45.0,5 or more,Private business,North America
4072,4104,96000.0,United States,Microsoft SQL Server,16.0,Independent Consultant/Freelancer,Developer,No,2.0,3,Bachelors (4 years),Yes,"No, I never have",40.0,1,Private business,North America
4073,4105,135600.0,United States,Microsoft SQL Server,24.0,Full time employee,Manager,Yes,10.0,None,Masters,Yes,"Yes, but they expired",45.0,1,Private business,North America
4074,4106,85000.0,United States,Microsoft SQL Server,8.0,Full time employee,DBA,No,8.0,More than 5,Bachelors (4 years),Yes,"Yes, but they expired",45.0,4,Private business,North America
4075,4107,106500.0,United States,Microsoft SQL Server,8.0,Full time employee,Engineer,Yes,2.0,1,None (no degree completed),,"Yes, and they're currently valid",50.0,"None, or less than 1 day per week",Government,North America
4076,4108,44000.0,United States,Microsoft SQL Server,1.0,Full time employee,Analyst,No,1.0,None,Associates (2 years),No,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
4077,4109,119000.0,United States,Microsoft SQL Server,10.0,Full time employee,DBA,No,4.0,5,Masters,No,"No, I never have",45.0,"None, or less than 1 day per week",Government,North America
4078,4110,105000.0,United States,Microsoft SQL Server,20.0,Full time employee,Developer,No,20.0,None,Bachelors (4 years),No,"No, I never have",40.0,2,Private business,North America
4079,4111,44000.0,United States,Microsoft SQL Server,1.0,Full time employee,Analyst,No,1.0,None,Associates (2 years),No,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
4080,4112,70000.0,United States,Microsoft SQL Server,9.0,Full time employee,Developer,No,1.0,1,Bachelors (4 years),Yes,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,North America
4081,4113,139000.0,United States,Microsoft SQL Server,18.0,Full time employee,DBA,Yes,17.0,None,Bachelors (4 years),Yes,"No, I never have",45.0,"None, or less than 1 day per week",Private business,North America
4082,4114,98760.0,United States,Microsoft SQL Server,5.0,Full time employee,DBA,No,5.0,More than 5,Bachelors (4 years),Yes,"No, I never have",41.0,5 or more,Private business,North America
4083,4115,136500.0,United States,Microsoft SQL Server,14.0,Full time employee,Architect,No,15.0,1,None (no degree completed),,"Yes, and they're currently valid",60.0,1,Private business,North America
4084,4116,74000.0,United States,Oracle,15.0,Full time employee,Analyst,No,15.0,More than 5,Associates (2 years),Yes,"Yes, and they're currently valid",40.0,5 or more,Private business,North America
4085,4117,112500.0,United States,Microsoft SQL Server,7.0,Full time employee,DBA,No,1.0,More than 5,None (no degree completed),No,"Yes, and they're currently valid",40.0,2,Private business,North America
